Algoritmo,Lista Randomica 1,Lista Randomica 2,Lista Randomica 3,Lista Ordenada,Lista Inversa
Array,0.16078301990542176,0.1569888925547124,0.16105795666996592,0.001759595293082591,0.004234026173979984
Bubble,77.47734521060156,77.66947102166502,77.67441988342681,12.751017266028814,25.497580556472013
Insertion,6.473001209721764,6.482569009127901,6.48119432530518,0.007588254701418674,13.259760255141318
Merge,0.45628505443747935,0.4592543714945563,0.44858682503024305,0.15682393049598592,0.16045309578796876
QuickSort,0.31540745628505445,0.287253931595733,0.29126800835807765,76.26223468602221,70.60194655229297
Selection,19.61134938964038,19.593753436709555,19.602221489057516,19.078247003189265,20.746728252501924
