Algoritmo,Lista Randomica 1,Lista Randomica 2,Lista Randomica 3,Lista Ordenada,Lista Inversa
Bubble,77.47734521060156,77.66947102166502,77.67441988342681,12.751017266028814,25.497580556472013
Selection,19.61134938964038,19.593753436709555,19.602221489057516,19.078247003189265,20.746728252501924
Insertion,6.473001209721764,6.482569009127901,6.48119432530518,0.007588254701418674,13.259760255141318
